parameters = 32_8_40_0.73_32_24_40_0.8
Threads number
0 threads,46,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
4 threads,6,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,6,
8 threads,6,6,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,
